id,user,date,timestamp,commentText,likes,hasReplies,numberOfReplies,replies.id,replies.user,replies.date,replies.timestamp,replies.commentText,replies.likes
UgzPi6RfSf__Abg0TYl4AaABAg,Mike L,9 months ago,1531683225452,Is the Accord faster than the si? Considering this year's model.,0,false,0,,,,,,
UgzDEfoZ4Yjd3u0JdP94AaABAg,420 Friendly,10 months ago,1529091225454,Can you turn off active noise canceling? It messes with my equilibrium and causes motion sickness even sitting still in 5 minutes or less...,0,false,0,,,,,,
Ugz933VUDkK6ZCfsF1J4AaABAg,wewin03,10 months ago,1529091225456,Accords still have the interior noise I see,0,false,0,,,,,,
UgxwDmNJiwIY5MAu7lN4AaABAg,Justin Burnside,10 months ago,1529091225458,That's a bad habit resting your hand on the shifter.,0,false,0,,,,,,
UgxLvlAlzJ1e8ocKTw54AaABAg,Astro Lounge,10 months ago,1529091225459,Just bought a 1.5 sport manual and I love it more then my 17 civic si. This car is a “grower” to most people and that 4 turbo ain’t slow it’s quick. Something about shifting a 6 speed in a large sedan feels good. This car has so much character if you actually drive it. And the Handling is way better then anything in its class.,0,false,0,,,,,,
UgxBk3CxqVXsnMwJf4l4AaABAg,Jake Austin,10 months ago,1529091225461,I know you've already reviewed this car but could you review the 1.5 sport? I'm wanting to get one but want to get your personal thoughts on the less powered version. I know you preferred the Acura tlx 4 cylinder vs the 6 cylinder because the transmission was more fluid at driving and I'm wondering if the 1.5 accord would be the same opinion for you. Love your channel!! ❤️,0,false,0,,,,,,
UgwqUwDH29E2dSSGy_l4AaABAg,sev7n80,10 months ago,1529091225462,I will buy one,0,false,0,,,,,,
Ugx-HoBRIDDX3aUrded4AaABAg,Delquin Young,10 months ago,1529091225464,That red tho,0,false,0,,,,,,
UgxTCP5iDiyzlUbk1lZ4AaABAg,Aaron Lin,10 months ago,1529091225465,I just wish for the Sport version they can have the option of full leather. I would pay extra for full leather seats. Cmon its either no leather or full leather. Give us an extra option of full leather for sport!,0,false,0,,,,,,
UgzjB-jK9gHYKqgTv_F4AaABAg,Saiyan Elite,10 months ago,1529091225467,This dude hating on the new accords taillights....yeah let's talk about that tragedy that is the new civics taillights. I'll take the accord.,0,false,0,,,,,,
Ugz4SAlVToMbY6TEWl54AaABAg,Brian Pina,10 months ago,1529091225468,The only reason i came here is for him to turn off traction control and burn the shit out the tires,0,false,0,,,,,,
UgyajQo1Xt-zKMiiGOF4AaABAg,linny105,10 months ago,1529091225470,"Just purchased a black 2018 Accord Sport 2.0T with the 6 speed manual. It is an incredible car and I couldn’t be more satisfied with it. I bought into the whole SUV craze and drove them for years but I don’t miss them at all. Maybe I will get a used truck for camping later, but for family duties, commuting, fun on the weekends and just the simple pleasure of driving again, this car can’t be beat. Decent gas mileage too, about 27 mpg combined with a lot of heavy traffic.",0,false,0,,,,,,
UgwePBdoRuyl81QESFF4AaABAg,rashard jimol,10 months ago,1529091225471,i want the v6 back,0,false,0,,,,,,
Ugw-y2enTLz_3aG9WL54AaABAg,Batmunkh N,10 months ago,1529091225473,Lol everyone getting rid of the v6😂😂,0,false,0,,,,,,
UgxSfD3sPvDYqhOOuvZ4AaABAg,Batmunkh N,10 months ago,1529091225474,Ok this is not bad,0,false,0,,,,,,
UgwQ99IFNvvFuU1PnM54AaABAg,YouTube yes,10 months ago,1529091225476,"ooooooooooo, if only you did a video on a 2015 mitsubishi lancer evolution x final edition. only the best family sedan ever",0,false,0,,,,,,
UgwG3bzckB6zZIDpfp94AaABAg,E Mahacek,10 months ago,1529091225477,I will never buy another Honda again!!!!!!!!,0,false,0,,,,,,
UgxtpNwTlOgxI2R-owh4AaABAg,The Free Raven,10 months ago,1529091225479,More over done styling from Honda in recent years.... No thanks,0,false,0,,,,,,
UgywD12tM2n2toBYpsZ4AaABAg,dmitri1490,10 months ago,1529091225956,"I like the Honda, but they have made the radiator grill too open all the garbage and the stones and insects will be poured on the radiator",0,false,0,,,,,,
Ugxb8CDnMjwu0xlDYn14AaABAg,Dick Hart,10 months ago,1529091225957,Why isnt this car making 300 hp??? Hate it when manufacturers purposely make less hp when this makes 306 hp un the type R,0,false,0,,,,,,
Ugzm72aGFPWPWDDAvTN4AaABAg,Anthony Bailey,10 months ago,1529091225959,Lmao you sounded so pissed off about the prop-rod under the hood...but for a total redesign...I can't argue with being upset lol,0,false,0,,,,,,
Ugxfyis_lgXMO7A9VWl4AaABAg,Vince Teo,10 months ago,1529091225961,"I learned to drive on my dads 2006 accord sedan. I remember we put probably 240,000 km in the six years we owned it. Being the second owners we bought it off lease at 40,000km. Never had issues with the car and was bullet proof. Even when we bought a Toyota after the accord was still worth some money at 280,000, sometimes I wonder where it is today, if it’s in some scrap yard or if it’s off delivering pizzas, who knows. These cars are seriously the best and I would recommend it over anything else in its category.",0,false,0,,,,,,
UgxkgficFYc_3v5TRAp4AaABAg,fatherdaughtergames FDG,10 months ago,1529091225962,Oh how I miss my 86 accord. 5 speed,0,false,0,,,,,,
UgwD7rNGO-kI34-tgiF4AaABAg,Patel Vidhu,10 months ago,1529091225964,Accord is one of the best and affordable and long lasting car in automobile history.,2,true,1,,,,,,
,,,,,,,,UgwD7rNGO-kI34-tgiF4AaABAg.8h-0-NgCxPe8kFyBYkvKAm,ELPJM09,7 months ago,1537040026258,Patel Vidhu No the Toyota Corolla and Camry. Toyota sells more cars around the world than Honda.,1
UgztCZEtysVx4ihDSCp4AaABAg,Aaron Lin,10 months ago,1529091225966,Does the 2.0 Sport have the option for a push button shifter?,0,false,0,,,,,,
UgzpLorByFHk-EYKTkV4AaABAg,Rick Wu,10 months ago,1529091225967,So would you prefer the Accord 2.0t with a manual transmission or the Genesis g70 2.0 with manual? Same ballpark.,0,false,0,,,,,,
Ugzy3zOno51VhvJ1ncJ4AaABAg,Louden Rowe,10 months ago,1529091225969,Front kinda looks like a charger...,0,false,0,,,,,,
Ugx3k8sjXXMuaJgc1Nd4AaABAg,D. Greg,10 months ago,1529091225971,"Your reviews are always well done and quite informative. Based on your review and a test drive, I bought one of these (Sport 2.0T Auto). It's a great car. 

Thanks again for your reviews. Keep it up.",0,false,0,,,,,,
Ugxkg6GAb-VMP3uj0ZB4AaABAg,Davin Peterson,10 months ago,1529091225972,"Toyota was a year late redesigning the Camry. In the past, they redesigned it one year before the Accord.",0,false,0,,,,,,
UgywYIGpuNFQPJfmJwp4AaABAg,Young Alwyn,10 months ago,1529091225974,Too much camera motion in the initial interior shots.,0,false,0,,,,,,
Ugy3GfgaoolzLeOJpzF4AaABAg,Henry Navarrete,10 months ago,1529091225975,Hate how they try to make it like the gay Civic from the back and ugly front and the back side looks like a damn limo ewww,0,false,0,,,,,,
UgzPuA9L6INwhczHPNV4AaABAg,LFTOVRS,10 months ago,1529091225977,"Nice move on Honda, they followed the interior styling from VW. Similar to my CC R-Line almost in interior.",0,false,0,,,,,,
Ugx7oconiekTHHBa4-l4AaABAg,Amrindra Ouk,10 months ago,1529091225978,"I was the one who said the new Honda Accord looks ugly as hell, yet after I saw it in person, guess what?? I own one now. It looks beautiful in person.",0,false,0,,,,,,
UgwTfwc-BYY9fzxihfl4AaABAg,jose torres,10 months ago,1529091225980,Straight garbage,0,false,0,,,,,,
Ugz_Bb2T9RxlvAgfHMJ4AaABAg,JackNCoke2008,10 months ago,1529091225981,Whoever designed the tail lights should be fired.,0,false,0,,,,,,
UgzMuIUVMmxwBkTuiO14AaABAg,jaja smile,10 months ago,1529091225983,Just drove a 2017 accord the ride in the car is very hard you feel every bump in the road and the power is slow . Lots of road nosie . The Ford focus E boost will beats this car in every way expect cabin design which I care less about ..,1,true,1,,,,,,
,,,,,,,,UgzMuIUVMmxwBkTuiO14AaABAg.8gmP2ZEm8Lo8jygSjl1kNC,Flavius_Aetius 956,8 months ago,1534361626291,jaja smile ford fusion has less power and weighs alot more.,2
Ugwz4RocKVdV-2e30dV4AaABAg,Jack Stohlton,10 months ago,1529091225985,"“It’s a lot wider, about a half inch”😂😂😂that’s nothing",0,false,0,,,,,,
UgwC8mJ0rhj5gla7HVd4AaABAg,turd polisher,10 months ago,1529091225987,honda really wants to be vw/audi,0,false,0,,,,,,
UgxFME2DVANTDFmDqzh4AaABAg,violian5,10 months ago,1529091226844,"I partially disagree with the rationale that Honda is discontinuing the coupe because it's ""our"" fault for not buying it. I think it's primarily Honda's fault for doing a terrible job at designing the coupe in the 1st place. The coupe just looks awful from many angles - despite how much I wanted an Accord coupe, I settled for the sedan 3 years ago.  Some cars such as the Infiniti G37; the coupe variant actually looks better or just as good as the sedan - probably because Nissan put thought into designing the coupe.",0,false,0,,,,,,
UgwG4JXFlxtOYjiCDgl4AaABAg,Midwest Mopars,10 months ago,1529091226845,In the settings you can make it so that you can view other information while the tachometer still there,0,false,0,,,,,,
UgxbT4H4AY5j97PMABx4AaABAg,Hank V,10 months ago,1529091226847,You're a gay man,0,false,0,,,,,,
UgznheRqfm94A0_ixNR4AaABAg,Fabrice null,10 months ago,1529091226848,"Don't know why but, I hate all sedans no matter how they look. I like the recent SUVs because you look like a boss driving a big and fast car.",0,false,0,,,,,,
UgxkO_xYFqNII-6nyhR4AaABAg,2kamakashi2,10 months ago,1529091226850,"Why people consider a 4 cylinders better than a 6 cylinders?... 

A v6 will always be better than a 2L turbo .. No ?",1,false,0,,,,,,
Ugwi7lqC0ue3E-g5Bfp4AaABAg,Kelcy Boston,10 months ago,1529091226852,"This helped me make my decision between this and the Camry. Accord in silver with 35%tint (Legal limit) , and of course had to go with after market speakers and sub. Car is damn near perfect!",0,false,0,,,,,,
Ugz4Mo1g0IXPd8upELV4AaABAg,Les Invisibles,10 months ago,1529091226853,Hey! Omni Mount Washington Resort in the background there! My wife and I stayed there a couple years ago and absolutely loved it. Highly recommended.,0,false,0,,,,,,
Ugz_KVMzdDiKxkOlaIt4AaABAg,K24 Accord,10 months ago,1529091226855,Honda 2018 coupe,0,false,0,,,,,,
UgwnLi3TBQBS1qsmwCF4AaABAg,James Harris,10 months ago,1529091226856,"That was a very good review. Now, should I trade my 2015 Sport manual for this Sport manual. I still prefer the 2015 looks, though. Hmmm.",0,false,0,,,,,,
UgwXiKpr04xFViQWJwN4AaABAg,Brian Westfield,10 months ago,1529091226858,"It really amazes me that the Accord and  Camry are front wheel drive. If they were  simply made rear wheel drive, I bet they’d be more appealing to the market who buy BMW and Mercedes instead.",0,false,0,,,,,,
UgymzKNsPPxlpAUYYWF4AaABAg,Paddy C,10 months ago,1529091226859,Will this car be released in Europe?the last model accord was axed here with no Honda saloon available here since,0,false,0,,,,,,
UgziY85aYsmJOePOcRV4AaABAg,ONLY-YOU-LORD,10 months ago,1529091226861,subaru legacy also comes stick.,0,false,0,,,,,,
UgzQehXbh8sB5CjhE5t4AaABAg,Macky Mode,10 months ago,1529091226862,"They better re-design the rear for next year's model, it's just hideous, and I still am not sure if I would want it, the rear half just looks odd, I don't know why these car companies over-stylize a sedan even by sacrificing rear passenger headroom, I didn't particularly felt the last Accord design looked boxy or anything, in fact the last design was possibly the best ever for the Accord. This new design just doesn't grow on you easily, in fact people who hate the current Civic design must hate this too. I would go with Camry since it still has V6 and I just prefer V6 over anything, but Camry interior is just not very attractive, and the exterior is not exactly winning me over either, it may be best to just skip this generation of sedans and keep driving a crossover, I mean as much as I like the driving dynamics of a sedan, the value of a crossover is simply unbeatable for the price, basically only $1,000 or so more than a sedan but gives you so much more in return, like how Toyota Highlander is basically the same price as Camry's V6, yet the features it has and versatility is simply too good to pass up. The days of pretending to be a racer in a sedan just doesn't have the same lust as it used to, if I ever want to feel like a racer, I want an AMG Mercedes or a Porsche, not an Accord.",0,false,0,,,,,,
Ugy6bb8DU29suO6iag54AaABAg,Jackie Channel,10 months ago,1529091226864,"Accord sport 2.0 turbo Weight about 3,300lb and produce 252hp @ $30,000 msrp.

Camary V6 weight 3,571lb and produce 301 hp  @ $34,950

Hopefully Hondata would release a tune for the Accord to get it reduced performance back for those wanting a performance Accord. Accord Lower weight, lower price and 300hp tune would be a real good deal!",0,false,0,,,,,,
Ugxy0rxF02hmwYqHCZ94AaABAg,Ferdi Abi,10 months ago,1529091226866,Honda,1,false,0,,,,,,
Ugy69AcPun6THVQ3VRV4AaABAg,Beautiful Sinner,10 months ago,1529091226867,That's a cheap looking keyfob. Looks like something from ebay,3,true,1,,,,,,
,,,,,,,,Ugy69AcPun6THVQ3VRV4AaABAg.8gWKXr1VA8V8tOtN1QpL-O,MaxiMilianMus,1 week ago,1554752027147,It’s not that bad in person you don’t expect anymore in this class it’s nice and heavy and feels good,0
UgxB0MXkpJPSVOfdHLN4AaABAg,Nikoh Narehh,10 months ago,1529091226869,Ugly!! Looks like a Malibu. Design looks hurried . Interior dash is a cheap version of a Mercedes Benz. This is a fat civic!!! Complete flop. Btw I am a Honda die hard.,0,false,0,,,,,,
UgzJCMWet6NG79w7Gnl4AaABAg,James Gauntt,10 months ago,1529091226871,You need to slow down quite a bit when speaking because you talk very very fast. So much so I notice you stumble over your words sometimes. But mainly it's because you're very hard to follow and understand because you're speaking so fast.,0,false,0,,,,,,
Ugx9RGOS7ttZyi4l-Al4AaABAg,Joe Dirt,10 months ago,1529091226872,"It’s a lot wider, a whole 1/2 inch!!  WOW!!!",0,false,0,,,,,,
UgxHkAtCrvvd2fh5VKV4AaABAg,Sensei Seagal,10 months ago,1529091226874,"Just got the 2018 Honda Accord Sport 2.0T in Lunar Silver and I have had it for 5 days and to my surprise I have so many people looking at the car which is cool. I just turned in a Lexus ES350 and that car was sloppy around corners and it sucked on gas not to mention it had the worst brakes right after a Ford or a Kia product. Anyway, this car is not bad. I got the car for $27,900 so it helped me get over not having a V6 a bit. The Mercedes Benz C class and the BMW 3 series have 4 cylinders unless you go to an M3 or M4 and then you can get a 6 cyl but it has a turbo. I was very fortunate to lease a 2010 BMW M3 with a V8 7spd DCT but that car was over $72,000. Just so you guys know there are new TV's that cost more than the new Accord I just got. SONY, SAMSUNG and LG have amazing flat 4K HDR TV's that are so good looking and like I said it costs more than the Accord Sport or not. Bottom line is this car is just to get around for now. I have to wait for 2020 or 2021 until the car I really want from BMW to come out and work out the kinks before I put down a $100K for a nice ride. To the people who like the Camry over this....May I suggest going to your local eye doctor and getting your eyes looked at. The Camry is ugly as they come. Every car has a look to it and it can be considered ugly but the Honda is by far the ""Ugliest"" beast out there. The car drives better than a Camry, outruns any V6 they have or make so coming from a 4cyl that beats a Camry with more horsepower is another slap in the face of Toyota. The reason why Toyota's sell more is because they whore those cars out, not to mention they have great leases compared to Honda. The dealers were and still are begging Honda Financial to get their asses out of their heads and make a great lease for ALL Honda Accord's because they are collecting dust just sitting there. I got the price I got because I know how to buy cars thanks to Grant Cardone. I never get screwed by any dealer and getting this over $3,000 back of MSRP was a really good deal. I was going to get the Civic Type R but the 2018.5 cars are not out yet and one of the guys that worked at Honda gave me a business car of a company that does Stage 1 and Stage 2 for only $600 to $695 depending who the referral comes from and it makes it have more HP than the Civic Type R. I am sure that will screw with the warranty but I don't give a rats ass. Honda's are super reliable and I want more HP and more torque for sure, why not?? So to the people who like knocking the Accord, go ahead and do that and enjoy the slower, uglier and definitely no Apple Car Play or Android Auto in their vehicles....Enjoy your rides.",2,true,1,,,,,,
,,,,,,,,UgxHkAtCrvvd2fh5VKV4AaABAg.8gQ_2xSzQHE8pzgJrpagCP,Alasdair Gillis,3 months ago,1547580827187,"Exactly dude, Toyota is the number 1 pimp for Uber, they have bottom bitches with Camry's in every city, especially here in NYC.  Shit car with shit handling compared to the 2.0T Sport.",0
UgxpePfYqvvQXvX7GPd4AaABAg,Aug Alfonso,10 months ago,1529091227703,Suvs suck but hey... make Sedans cheaper for me.,0,false,0,,,,,,
UgyODpFx9p0PjgSl2FB4AaABAg,Kkk K,10 months ago,1529091227704,"All the honda vehicles wiring system made of soy based eco friendly  ingredients, which attracts rats squirrels mice rabbits etc to come and sit in bannot and eat wires, cost of wiring is from $2000-$10000, today i faced this issue, costed me alot, trying to send this information as max i can, no warranties covers this wiring harness, you have to bare from ur pocket",0,false,0,,,,,,
Ugw499ID3eU_6_QkROh4AaABAg,DrippinSwagu,10 months ago,1529091227706,Im due for my first oil change. Anyone know how many quarts to put in. I must be blind and can't find it on the owners manual,0,false,0,,,,,,
Ugy8g-RgIJGGMEXyLoF4AaABAg,hushdrops,10 months ago,1529091227708,Deal breaker for us is that they removed the auxiliary audio input from all Accord models.,3,true,1,,,,,,
,,,,,,,,Ugy8g-RgIJGGMEXyLoF4AaABAg.8gMMKTT6foU8t_75w8E0ak,Mankaran Singh,4 days ago,1555011228025,hushdrops Don’t really see the point of it when you got Bluetooth,0
UgwlghGFu2gzmSKRiXB4AaABAg,jumaat tumin,10 months ago,1529091227710,wowww...,0,false,0,,,,,,
Ugx2le1ipP5h5tAfezp4AaABAg,shawn christo,10 months ago,1529091227712,It's looking like a BMW,0,false,0,,,,,,
UgwILfb1jxPA8aJn86N4AaABAg,Formo Kick,10 months ago,1529091227713,My benz will still smoke it LOL,0,false,0,,,,,,
Ugz5ZK_v9f9UizQNJIF4AaABAg,x6King6x,11 months ago,1526412827715,"They made it more like a civic in the exterior, I just wish they did something different and one of a kind for the accord.",0,false,0,,,,,,
UgwyNnkXzydp8mFFMB94AaABAg,BigDee ChocolateLance,11 months ago,1526412827716,Love the car BUT the infotainment screen looks like an afterthought.,0,false,0,,,,,,
UgwuKzWAepRb2A99gud4AaABAg,Leigh Busby,11 months ago,1526412827718,"Seats are lower ,how dos getting in and out feel for a taller person,how is Visual of traffic,are you now so low in the seat that you can’t see as well or far",0,false,0,,,,,,
UgyIAKlV1HqR73QR2ct4AaABAg,preuomo,11 months ago,1526412827719,almost 2M views on this video alone... get a gimbal!,0,false,0,,,,,,
UgxSumL0WMZ8VieKJ094AaABAg,Mike R,11 months ago,1526412827721,Isn't this the worst selling Honda Accord ever??,5,false,0,,,,,,
Ugx6mxdVF03R5qqVl6V4AaABAg,Umaxen 00,11 months ago,1526412827722,"I've owned 3 generations of the Accord. I bought Honda for it's reliability and ability to be used for a decade without ANY unreasonable maintenance costs. I will no longer be buying Honda auto's. This is so full of tech including the turbo system, that I simply say no. A burned out replacement turbo system can cost $6000 to replace.",0,false,0,,,,,,
Ugx-M_n9uwDiGQmVFMh4AaABAg,Ramcharger310,11 months ago,1526412827724,"""Rolling stop.""",0,false,0,,,,,,
Ugxl5g5TZw4rFNk1ydZ4AaABAg,Matt Campbell,11 months ago,1526412827727,Its ugly,1,false,0,,,,,,
Ugw7yldeAn-79vdXgNd4AaABAg,tehsin hussain,11 months ago,1526412827730,"In picture and video, it looks pretty ugly. But somehow in real life, it looks great",0,false,0,,,,,,
UgyxQ-lsYB4T3PA992d4AaABAg,Joyce Smith,11 months ago,1526412827733,Sir.... I am a woman and I want this manual!!!! For all you naysayers 😂,0,false,0,,,,,,
UgzOQDGlYvzjoLO-SX94AaABAg,Jason Giles,11 months ago,1526412827736,2018 Mazda 6 is here... Comparison PLEASE,0,false,0,,,,,,
UgxfAhwPmmnPM0QcO5N4AaABAg,cordney hill,11 months ago,1526412827739,"Just to make things clear this car is not only faster than its older counterpart from last year, it’s faster than the new Camry and that was proven in fast lane car review so just to shut all the Accord haters down with facts watch the video. I’m not debating with anyone I said what I said the video states the truth 😁.",0,false,0,,,,,,
UgzN3Q0TsHPfAZONYD14AaABAg,Just_a_youtuber1991,11 months ago,1526412827742,Can’t wait to get the white EX-L 2.0 with black interior.,0,false,0,,,,,,
UgyfmXysS7RRdtCYyNR4AaABAg,Andrew Lam,11 months ago,1526412828641,Have you done the drag race?,0,false,0,,,,,,
Ugz-1Sd5FJ_xfSeu7pp4AaABAg,boyka Yermolovich,11 months ago,1526412828643,I'm confused I don't know what to get this car or the Kia Stinger GT2,0,false,0,,,,,,
UgxiaA14fWtSaRS_yzF4AaABAg,Andra shinall,11 months ago,1526412828645,This Honda Accord isn’t attractive at all Honda sells a lot of Honda’s here in the USA; Honda has another accord in China that looks great with a better looking grill.,0,false,0,,,,,,
Ugy2N6YwFh6Kmn6oGK14AaABAg,herman munster,11 months ago,1526412828648,ugly ass shit,1,false,0,,,,,,
UgynjLnCqwXQ3PeznW14AaABAg,Armando Miranda,11 months ago,1526412828650,It looks nice but it's only for Asian people or oaxacan people or midgets way too small,0,false,0,,,,,,
UgykbHX0Fj6IMgts5Ft4AaABAg,Jonathan Cabrera,11 months ago,1526412828651,It looks so damn ugly I’ll keep my 2014 accord bye💀,0,false,0,,,,,,
UgyCsbszpC0Lv3EEbth4AaABAg,superarsenal009,11 months ago,1526412828653,Do they make Honda Accord Coupe in 2018?,0,false,0,,,,,,
UgwgB7mewHqXYi55x7h4AaABAg,N/A N/A,11 months ago,1526412828655,hate it!! last model looked better,0,false,0,,,,,,
UgxPAgFblyBQkCovA_F4AaABAg,Dependent Director,11 months ago,1526412828657,Fwd hahahahaha,0,false,0,,,,,,
Ugzcnbj265iyGl_0C_14AaABAg,Sideshow Bob,11 months ago,1526412828671,"Honda has car play.   Toyota doesn't.   Honda wins thank you drive thru

Toyotas are clunky dinosaurs",0,false,0,,,,,,
UgymnGlqDjoOCiC9rph4AaABAg,fernando cavazos,11 months ago,1526412828673,People that are talking trash about the new accord obviously haven’t driven it yet.,0,false,0,,,,,,
UgyHTTnlURdV3UcBZzl4AaABAg,Jeremiah17seven,11 months ago,1526412828675,Meh. Not impressed. Looks like a Hyundai.,0,false,0,,,,,,
UgyYqgvbm4Ov6XLK1914AaABAg,riska yuliarti,11 months ago,1526412828677,Bagus bangettt....,0,false,0,,,,,,
UgyirHZD4ReVkeBIQfR4AaABAg,Machaazah Is a Gama,11 months ago,1526412828678,As far as specs whats the difference between the sport and touring 2.0?,0,false,0,,,,,,
Ugx9yS3uMJmZzDXii0R4AaABAg,David,11 months ago,1526412828680,What’s up with all of these giant grills on the front of all the new cars? The new Jetta did the same thing. It’s ugly as hell!!,0,false,0,,,,,,
UgxnMHgeMvDrVNQY7yd4AaABAg,The Storm,11 months ago,1526412828681,WOW! go check out the 2019 avalon!,0,false,0,,,,,,
UgwZug_WYkUk7-7H6Qt4AaABAg,John c,11 months ago,1526412828683,"Only white boys call it “trim”, Puerto Ricans call it chocha, it’s the first thing on my mind in the morn’ when I roll ova’",0,false,0,,,,,,
UgwXvLI5LRuC3MEr5_d4AaABAg,Stuff stuff and More stuff,11 months ago,1526412828685,"All the accord sports I've seen for sale are 28k that's a good deal, and yes it was the 2.0t in manual or auto",0,false,0,,,,,,
UgyM-LS46bR4_zNjAMN4AaABAg,Stuff stuff and More stuff,11 months ago,1526412828687,Wish it was awd,0,false,0,,,,,,
UgyNrmOfIUpgsBhHyq54AaABAg,Trent Keyes,11 months ago,1526412828688,I went n test drove a 2.0t sport today n loved it,1,false,0,,,,,,
Ugxg2e55XUtZXSEXEz54AaABAg,Rauley Shar,11 months ago,1526412829198,Commuter car which is boring and slow! There is a reason why Accord sales are dropped. Honda CVT is garbage.,0,false,0,,,,,,
Ugw3E_EV8X0Gngxowod4AaABAg,Max Damian,11 months ago,1526412829200,I love this car until I see it from behind,0,false,0,,,,,,
UgzE1jcgG7Bz0OKh7U14AaABAg,ReturnoftheBrotha,11 months ago,1526412829202,How come Honda gets the newer tech before Acura?,0,false,0,,,,,,
UgzfGWzTo5-trdn_8Pl4AaABAg,ReturnoftheBrotha,11 months ago,1526412829204,Too bad he never reviews sound system quality or let's us know if the grill on cars is metal or plastic.,0,false,0,,,,,,
UgxIrMI-td6lORJJrN14AaABAg,ReturnoftheBrotha,11 months ago,1526412829205,This is highly sought by wheel thieves.,0,false,0,,,,,,
Ugz1i79YEmAdX1sFaE94AaABAg,InstaGraham,11 months ago,1526412829207,Are there heated seats for the front?,0,true,1,,,,,,
,,,,,,,,Ugz1i79YEmAdX1sFaE94AaABAg.8fXtluNu72Z8iHoXGuWX4e,InstaGraham,9 months ago,1531683229499,"yes,",0
UgzMg-N2hXPbQXBpFxV4AaABAg,Carlos Espinal,11 months ago,1526412829210,dammm,0,false,0,,,,,,
Ugz9lDKim31kK5XhyHN4AaABAg,Ben,11 months ago,1526412829211,"Other than Mazda, the Japanese still do not know how to design a car that looks stylish and classy.  The design elements in the front, conflict with each other.  The rear lights are an abomination, the crease on the lower portion of the doors, is distracting and ugly.  When one views the car at an angle from the front,  the rear looks like it's sinking.  The styling cues do not work well together.  They are fighting each other for attention, rather than blending in.  In addition, the one I test drove had a noise level that was unacceptable in a $35,000.00 car (the 2 liter touring edition).",1,false,0,,,,,,
Ugzx_lzN1elgXIjcjOd4AaABAg,donmichu81,11 months ago,1526412829213,So ugly,0,false,0,,,,,,
UgzuPoNthp4KH0e6uEJ4AaABAg,sovrngarde,11 months ago,1526412829215,Vtec just kick in yo,0,false,0,,,,,,
UgzfriN24nuXUy8icAh4AaABAg,Sergey,11 months ago,1526412829217,Looks like US 2.0t sport has rear HVAC vents unlike the Canadian version.,0,false,0,,,,,,
Ugxcrg24uuoKwHZPaAF4AaABAg,brennon mitchell,11 months ago,1526412829218,WHO TF DRIVES A MANUAL ACCORD NO GTF OUT,0,true,1,,,,,,
,,,,,,,,Ugxcrg24uuoKwHZPaAF4AaABAg.8fRnAVJj2IT8p8nb492PaN,Tony Chau,3 months ago,1547580829487,People that loves driving,0
UgyTV0pJqT76xYZa2Rh4AaABAg,Zinqzz,11 months ago,1526412829221,The back is hideous,0,false,0,,,,,,
Ugx_VTp-dKsVVwmeu_V4AaABAg,Brad Helfrich,11 months ago,1526412829223,"I have a 2016 Sport, I definitely don't like the back end and the wheels on the 2018, But I do like the 2.0T
I'll stick with my 2016 for now I love it.",0,false,0,,,,,,
UgxdoSe7WXaKjLxpzLN4AaABAg,Adrian Magana,11 months ago,1526412829224,Damn comes in manual??,0,false,0,,,,,,
Ugw8QlCoa8YTUIwhos94AaABAg,nav ahmed,11 months ago,1526412829226,"Looks good and is actualy quik but, interior is dogs dinner",0,false,0,,,,,,
UgzNGo2D3Zqibyzpy8d4AaABAg,Ali Al H,11 months ago,1526412829227,"The engine makes the exact same power figures as Audi's 2.0 t , nice",0,false,0,,,,,,
UgyGu2NYSVXeckTYQdx4AaABAg,Chris Ryan,11 months ago,1526412829229,the thing sounds awesome from inside.,0,false,0,,,,,,
Ugy_BusATZ7MKhFT0rF4AaABAg,Priscilla Ruiz,11 months ago,1526412829231,Just got mine!!!!!,0,false,0,,,,,,
UgwjP8Bk3XtssAfn-194AaABAg,Darren Prest,11 months ago,1526412829233,"The enthusiasts say ""save the manuals"", yet they and no one else buys them anymore.",0,false,0,,,,,,
UgxK0UKoRK0s6BNBxQJ4AaABAg,Bryan Chance,11 months ago,1526412829973,"Oh look, Honda found the front grill design specs from Toyota. LOL",0,false,0,,,,,,
UgxnSxtoMWNgwS6gubN4AaABAg,ELPJM09,11 months ago,1526412829988,I prefer a Camry for the long term investment. Turbo engines are not known to be reliable. I see many more Camry cars old and new than Accord.,3,false,0,,,,,,
UgwDRkeNPeU7KboWLfV4AaABAg,Bobby M,11 months ago,1526412829990,Honda’s are getting uglier and uglier.,1,false,0,,,,,,
Ugy23m31alYXiel9UzB4AaABAg,baba Burnweedsan,11 months ago,1526412829992,ACCORD TYPE R..EK MODEL,0,false,0,,,,,,
Ugzy8Qtqv8hnabLZTKh4AaABAg,A Rod,11 months ago,1526412829994,Dude that video was too long. I sepcifically searched for sport 2.0T and i get a touring review in between. The cars great but I really was not interested in the touring review AT ALL.,0,false,0,,,,,,
Ugzn84gEXvCUsMWWNvt4AaABAg,Erick M. Ojeda,11 months ago,1526412829996,That front bumper blackout looks like the new Camaro facelift 😔,0,false,0,,,,,,
UgzawsFQkWqm4RSWY-V4AaABAg,Jorge Luis Davis,11 months ago,1526412829997,"I've got to admit that this Accord design is growing on me. At first I thought it was ugly AF but in this video looks sexy, maybe it is the color.",0,false,0,,,,,,
